SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,HallwayType,HeatingType,AptManageType,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,SubwayStation,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total)
176991,1986,2009,5,1377,5,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
160176,2006,2009,5,903,12,terraced,individual_heating,management_in_trust,123,181,5min~10min,0-5min,3,3,11,Myung-duk,3,1,1,1,2,0,4,3,3,1,4,8,11
201672,2009,2009,6,910,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,6,910,13,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,6,1160,15,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
198451,2009,2009,6,914,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
207044,2009,2009,6,910,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
201672,2009,2009,6,910,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,6,910,11,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
200522,2009,2009,6,914,10,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
198451,2009,2009,6,914,7,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,6,910,15,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
200318,2009,2009,6,910,14,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
198451,2009,2009,6,914,6,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
198256,2009,2009,6,910,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
198256,2009,2009,6,910,8,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,6,910,10,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
200318,2009,2009,6,910,12,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
192920,2006,2009,6,910,6,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
119469,2006,2009,6,636,1,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
57522,1985,2009,6,587,7,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
199115,2006,2009,6,914,17,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
150442,2006,2009,6,818,7,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
184955,2006,2009,6,914,2,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
137168,2005,2009,6,914,21,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
154867,2005,2009,6,914,16,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
233628,2007,2009,6,1419,5,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
90707,1993,2009,6,644,9,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
139823,2005,2009,6,743,22,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
265486,2007,2009,6,1448,31,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
176991,1993,2009,6,1761,11,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
57522,1992,2009,6,576,8,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
78318,1992,2009,6,644,16,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
37168,1992,2009,6,355,11,corridor,individual_heating,management_in_trust,200,0,5min~10min,10min~15min,3,5,10,Myung-duk,7,1,1,1,5,1,4,3,5,5,3,16,17
79646,1993,2009,6,644,5,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
115044,1993,2009,6,914,2,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
214159,2008,2009,6,1167,19,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
164601,2005,2009,6,914,12,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
135840,2005,2009,6,743,4,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
79646,1992,2009,6,644,9,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
161504,2008,2009,6,829,4,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
172566,2005,2009,6,1184,17,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
346017,2007,2009,6,1387,26,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
208849,2007,2009,6,868,25,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
416814,2007,2009,6,1643,14,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
206194,2007,2009,6,868,7,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
527433,2007,2009,6,1928,21,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
141592,1986,2009,6,914,2,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
194690,2007,2009,6,868,5,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
362831,2007,2009,6,1387,43,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
306194,2007,2009,6,1387,26,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
223008,2007,2009,6,868,20,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
283185,2007,2009,6,1387,15,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
380530,2007,2009,6,1519,28,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
442477,2007,2009,6,1928,30,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
348672,2007,2009,6,1387,43,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
207044,2009,2009,7,910,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
199637,2009,2009,7,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
200522,2009,2009,7,914,19,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
197601,2009,2009,7,910,2,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,7,1160,19,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
175221,2009,2009,7,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
207044,2009,2009,7,910,6,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
200318,2009,2009,7,910,10,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,7,910,14,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
199637,2009,2009,7,910,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,7,1160,13,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,7,1160,17,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,7,910,13,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
207044,2009,2009,7,910,6,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
197601,2009,2009,7,910,2,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
201566,2009,2009,7,910,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,7,1160,14,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
262929,2009,2009,7,1160,7,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,7,910,11,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,7,1160,12,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,7,1160,14,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
207044,2009,2009,7,910,7,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
201566,2009,2009,7,910,8,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
198451,2009,2009,7,914,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
201566,2009,2009,7,910,6,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
203646,2009,2009,7,910,10,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
196185,2009,2009,7,910,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
201566,2009,2009,7,910,7,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
201566,2009,2009,7,910,7,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
262929,2009,2009,7,1160,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
191938,2009,2009,7,1160,6,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
191938,2009,2009,7,1160,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
191938,2009,2009,7,1160,6,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
193769,2009,2009,7,1160,20,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
193769,2009,2009,7,1160,10,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
143212,2009,2009,7,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
190106,2009,2009,7,1160,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
190106,2009,2009,7,1160,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
193769,2009,2009,7,1160,11,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
190106,2009,2009,7,1160,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
145628,2009,2009,7,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
190106,2009,2009,7,1160,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
191938,2009,2009,7,1160,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
142592,2009,2009,7,910,1,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
193769,2009,2009,7,1160,11,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
188265,2009,2009,7,1160,2,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
148707,2009,2009,7,910,20,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
149619,2009,2009,7,910,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
144115,2009,2009,7,910,2,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
191938,2009,2009,7,1160,8,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
149619,2009,2009,7,910,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
147141,2009,2009,7,910,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
188265,2009,2009,7,1160,2,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
149619,2009,2009,7,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
193769,2009,2009,7,1160,20,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
191938,2009,2009,7,1160,8,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
191938,2009,2009,7,1160,9,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
201566,2009,2009,7,910,6,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
207964,2009,2009,7,1160,11,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
265442,2009,2009,7,1160,12,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
175681,2009,2009,7,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
212389,2009,2009,7,1160,11,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
115044,2006,2009,7,636,7,terraced,individual_heating,management_in_trust,111,184,5min~10min,10min~15min,3,3,0,Kyungbuk_uni_hospital,2,1,1,1,1,0,3,2,2,2,5,6,9
55752,1985,2009,7,587,4,corridor,individual_heating,self_management,80,76,0~5min,5min~10min,1,2,2,Daegu,5,1,2,1,2,1,2,1,1,0,3,12,4
55752,1986,2009,7,547,2,corridor,individual_heating,management_in_trust,100,18,0~5min,5min~10min,1,1,2,Sin-nam,5,1,2,1,1,1,6,2,3,2,3,11,13
168141,2006,2009,7,914,17,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
176991,2006,2009,7,818,12,terraced,individual_heating,management_in_trust,249,536,0~5min,0-5min,6,5,11,Sin-nam,1,1,0,1,0,0,2,2,1,2,5,3,7
166371,2008,2009,7,914,14,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
119469,2005,2009,7,743,8,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
137168,1992,2009,7,1448,14,mixed,individual_heating,self_management,142,79,5min~10min,15min~20min,3,4,8,Myung-duk,5,1,1,1,1,0,3,3,4,4,3,9,14
112389,1993,2009,7,914,4,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
116814,1993,2009,7,914,5,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
260176,2007,2009,7,1366,16,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
165486,2008,2009,7,829,13,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
78761,1993,2009,7,644,3,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
118584,1993,2009,7,914,19,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
165486,2007,2009,7,914,8,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
110619,1993,2009,7,914,3,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
176991,2008,2009,7,914,13,terraced,individual_heating,management_in_trust,197,475,5min~10min,0-5min,6,6,14,Sin-nam,3,1,1,1,0,1,2,3,2,2,8,7,9
134513,1993,2009,7,914,13,mixed,individual_heating,management_in_trust,523,536,0~5min,15min~20min,8,8,20,Myung-duk,6,2,0,1,5,0,4,3,5,5,4,14,17
146017,2005,2009,7,914,18,mixed,individual_heating,management_in_trust,67,798,0~5min,5min~10min,8,6,0,Bangoge,5,2,0,1,5,0,3,4,4,4,7,13,15
221238,2007,2009,7,1366,4,terraced,individual_heating,management_in_trust,554,524,0~5min,0-5min,3,5,10,Banwoldang,2,2,2,2,0,1,2,2,2,2,4,9,8
149557,1986,2009,7,1131,7,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
207964,2007,2009,7,868,22,terraced,individual_heating,management_in_trust,0,1270,0~5min,0-5min,7,14,16,Kyungbuk_uni_hospital,3,1,2,1,0,2,3,3,2,2,10,9,10
141592,1986,2009,7,1377,2,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
144690,1986,2009,7,914,5,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
176991,1986,2009,7,1377,4,terraced,central_heating,management_in_trust,713,0,0~5min,10min~15min,7,8,27,Kyungbuk_uni_hospital,5,1,1,0,1,1,3,1,1,1,4,9,6
163716,2009,2009,8,910,4,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
163716,2009,2009,8,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
163716,2009,2009,8,910,7,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
156637,2009,2009,8,910,3,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
161238,2009,2009,8,910,5,terraced,individual_heating,management_in_trust,25,203,0~5min,no_bus_stop_nearby,1,2,5,no_subway_nearby,2,1,0,0,2,1,2,1,1,1,5,6,5
